id,callsign,airline_iata,airline_icao,origin,destination,aircraft_code,registration,latitude,longitude,altitude,ground_speed,heading,vertical_speed,on_ground,squawk,time
3b3419d2,FCBLH,,,,,GLID,F-CBLH,45.627,5.223,770,1,271,0,0,,1752268033
3b341a4a,GLEX,,,,,GLEX,,19.7264,-156.043,0,0,185,0,1,,1752268036
3b341a55,THY9,TK,THY,IST,LAX,B77W,TC-JJM,56.558,-97.0618,34000,491,214,0,0,,1752268041
3b341b5c,KAL085,KE,KAL,ICN,JFK,B77W,HL8041,49.8813,-110.7497,35000,518,119,0,0,,1752268041
3b341c4f,SIA36,SQ,SIA,SIN,LAX,A359,9V-SJI,43.2063,-172.0166,39008,593,60,0,0,,1752268039
3b341c81,CKS212,K4,DHK,CVG,NRT,B77L,N775CK,47.4454,155.0818,36000,502,229,0,0,,1752268039
3b341d1a,TAM8112,LA,LAN,GRU,MEX,B789,CC-BGR,19.4396,-99.0715,0,3,233,0,1,,1752268041
3b341d37,DAL172,DL,DAL,ICN,SLC,A359,N524DN,42.0712,-119.0735,39000,523,112,0,0,,1752268041
3b341d38,FIN141,AY,FIN,HEL,BKK,A359,OH-LWE,15.5139,97.483,41000,464,120,0,0,,1752268040
3b341f17,THY5,TK,THY,IST,ORD,B77W,TC-JJV,46.3293,-80.1993,36000,463,220,0,0,,1752268041
3b341fbc,CPA234,CX,CPA,MXP,HKG,B77W,B-KQW,25.3619,107.9193,35125,504,172,0,0,,1752268027
3b342120,THY83J,TK,THY,IST,DFW,B789,TC-LLT,46.7076,-79.3423,37975,477,214,0,0,,1752268041
3b342173,CGBFR,,,,,C172,C-GBFR,44.0015,-80.4171,4232,86,354,512,0,,1752268038
3b342269,N572CW,,,,,DV20,N572CW,42.6053,-84.1611,1925,87,300,-320,0,,1752268040
3b3422b0,N807HA,,,,,AT8T,N807HA,36.5137,-90.1055,700,104,193,1728,0,,1752268040
3b3422c0,CPA372,CX,CPA,MAD,HKG,A359,B-LRL,33.1607,104.3758,39100,491,154,0,0,,1752268041
3b342324,TAM8073,LA,LAN,MXP,GRU,B77W,PT-MUJ,-17.1797,-42.1762,36000,483,216,0,0,,1752268040
3b34235b,N848HA,,,,,AT8T,N848HA,36.4962,-90.3896,650,95,278,128,0,,1752267967
3b34236f,CSC3896,3U,CSC,FCO,TFU,A359,B-32F8,30.0462,104.4705,5925,268,247,-384,0,,1752268020
3b3423ee,UAE75T,EK,UAE,BNE,DXB,A388,A6-EVS,11.26,86.425,40000,539,296,0,0,,1752268039
3b34245a,CHG2285,X7,CHG,LGG,CGO,B744,OO-ACF,35.261,113.3648,12975,369,164,-1984,0,,1752268025
3b34247c,KLM791,KL,KLM,AMS,GRU,B77W,PH-BVF,-13.8331,-42.1568,36000,496,201,0,0,,1752268040
3b3425c8,KLM705,KL,KLM,AMS,GIG,B772,PH-BQB,-11.6576,-41.6749,36000,499,193,0,0,,1752268041
3b34266e,UAE5CL,EK,UAE,SYD,DXB,A388,A6-EUH,7.4174,86.7365,38000,513,307,0,0,,1752268039
3b34269a,YXA,,,DBO,BNK,BE58,VH-YXA,-29.3065,152.7555,9150,218,49,-576,0,,1752268041
3b3426ae,ANZ289,NZ,ANZ,AKL,PVG,B789,ZK-NZN,27.5626,133.3904,40000,450,324,-64,0,,1752268040
3b34270a,BAW169,BA,BAW,LHR,PVG,B789,G-ZBKO,40.3417,107.623,41075,503,86,0,0,,1752268041
3b34270b,CPA826,CX,CPA,HKG,YYZ,A35K,B-LXP,52.896,-140.6334,39000,589,77,0,0,,1752268036
3b3427ca,CPA812,CX,CPA,HKG,BOS,A35K,B-LXN,53.1816,-138.923,37000,599,75,0,0,,1752268039
3b3427e0,CPA3275,CX,CPA,ANC,HKG,B748,B-LJD,22.2719,113.7775,2575,202,71,-960,0,,1752268041
3b342876,CHH754,HU,CHH,MAN,PEK,A333,B-303Z,40.0161,116.5832,1200,152,353,-768,0,,1752267994
3b342896,CCA908,CA,CCA,MAD,PEK,B789,B-1431,44.2334,111.1143,39075,544,133,0,0,,1752268041
3b3428b3,THY1,TK,THY,IST,JFK,B77W,TC-JJN,41.7546,-71.4163,31675,449,202,-1216,0,,1752268041
3b3428c2,FDX5230,FX,FDX,SZX,ANC,B77L,N885FD,60.4802,-157.4221,35000,479,87,0,0,,1752268040
3b342965,THY903,TK,THY,IST,PTY,A359,TC-LGK,25.6118,-59.0784,39000,475,234,0,0,,1752268041
3b342aaf,UAL949,UA,UAL,LHR,SFO,B772,N77012,41.4441,-121.0623,37000,467,213,0,0,,1752268041
3b342b13,CGGBN,,,,,C152,C-GGBN,43.3519,-80.7042,3097,71,273,0,0,,1752268031
3b342b93,CAO3160,CA,CAO,AMS,CTU,A332,B-6091,31.2508,104.3817,11800,318,238,0,0,,1752268038
3b342c49,N870MR,,,,,AT8T,N870MR,34.9834,-91.2248,600,124,264,-704,0,,1752268040
3b342c8b,THY1EY,TK,THY,IST,DEN,A359,TC-LGO,49.439,-84.3448,38000,452,242,0,0,,1752268040
3b342cb3,EVA032,BR,EVA,TPE,JFK,B77W,B-16718,53.6291,-127.2561,35000,569,88,0,0,,1752268040
3b342ce3,PTWRI,,,,,BE58,PT-WRI,-15.1793,-50.758,7100,147,136,768,0,,1752268041
3b342f74,TAM8067,LA,LAN,CDG,GRU,B789,CC-BGZ,-14.1399,-41.9781,38000,488,200,-64,0,,1752268041
3b342fbe,DAL75,DL,DAL,AMS,ATL,A339,N411DX,35.0251,-83.5151,34000,400,239,0,0,,1752268041
3b34306d,IBE03ZY,IB,IBE,MAD,LAX,A359,EC-OFM,41.4445,-106.0798,38000,471,233,64,0,,1752268041
3b343076,SW4,,,,,SW4,,9.4645,-83.3698,21100,240,105,64,0,,1752268041
3b3430c2,AAR601,OZ,AAR,ICN,SYD,B772,HL7791,-32.0969,150.8417,25825,344,171,-448,0,,1752268041
3b3430fb,65191,,,,,C172,N65191,39.1162,-90.4062,2600,107,11,0,0,,1752268041
3b343154,QFA80,QF,QFA,NRT,MEL,A333,VH-QPD,-24.79,142.1613,37000,450,174,0,0,,1752268041
3b34318f,TWB501,TW,TWB,ICN,SYD,A333,HL8560,-16.294,145.6524,39000,499,170,0,0,,1752268040
3b343201,QFA33,QF,QFA,PER,CDG,B789,VH-ZNB,21.4144,59.4268,40000,505,328,0,0,,1752268040
3b343222,SAS929,SK,SAS,CPH,ATL,A333,LN-RKT,33.6381,-84.4194,0,0,270,0,1,,1752268024
3b34325f,TAM8121,LA,LAN,FCO,GRU,B77W,PT-MUB,-13.7256,-39.53,36000,485,216,0,0,,1752268040
3b34327c,CGIJO,,,,,C172,C-GIJO,43.7611,-79.8762,941,3,343,0,0,,1752268033
3b3432f5,,,,APS,,BE9L,PR-FKY,-16.6176,-49.376,13600,233,62,-1792,0,,1752268040
3b34334a,CSN690,CZ,CSN,LGW,CAN,B789,B-20EP,37.081,112.4795,40050,499,170,384,0,,1752268040
3b3433c8,AUA75,OS,AUA,VIE,PVG,B772,OE-LPF,34.1948,114.3419,39100,492,139,0,0,,1752268042
3b3433df,SWR64E,LX,SWR,ZRH,MIA,B77W,HB-JNH,25.8487,-80.3987,1750,170,118,-832,0,,1752268040
3b343403,UAL45,UA,UAL,ZRH,SFO,B772,N209UA,49.2384,-111.5461,38000,484,226,0,0,,1752268041
3b343449,FDX5155,FX,FDX,MEM,NRT,B77L,N880FD,51.5957,163.6744,36000,481,237,0,0,,1752268041
3b34349d,CPA252,CX,CPA,LHR,HKG,B77W,B-KQM,34.0892,102.6042,37100,498,117,0,0,,1752268039
3b34349f,THA955,TG,THA,OSL,BKK,A359,HS-THG,20.1758,90.2563,39000,472,126,0,0,,1752268041
3b3434f5,TAM8115,LA,LAN,BCN,GRU,B789,CC-BMA,-22.2258,-43.4808,40000,445,232,-64,0,,1752268041
3b343518,AAL235,AA,AAL,FCO,JFK,B789,N826AN,40.6517,-73.7905,0,0,271,0,1,,1752268042
3b343533,AFR178,AF,AFR,CDG,MEX,A359,F-HUVB,28.1708,-92.7023,40000,496,210,0,0,,1752268040
3b343580,BAW35,BA,BAW,LHR,MAA,B788,G-ZBJJ,13.9724,80.2134,18525,367,159,-2048,0,,1752268041
3b34358f,CCA852,CA,CCA,LGW,PEK,A359,B-322Y,40.0037,116.7433,6050,248,173,-384,0,,1752268026
3b343596,THA935,TG,THA,BRU,BKK,B788,HS-TQE,16.9894,94.3956,39000,467,117,0,0,,1752268040
3b3435ac,UPS63,5X,UPS,HKG,ANC,B748,N615UP,60.8314,-151.9534,15200,367,78,-1408,0,,1752268041
3b3435ca,IBE6307,IB,IBE,MAD,MEX,A359,EC-NXC,23.224,-90.9156,40000,453,242,0,0,,1752268041
3b34361f,SWR38K,LX,SWR,ZRH,SFO,B77W,HB-JNF,47.7257,-114.1479,36000,488,222,0,0,,1752268041
3b343697,CHH428,HU,CHH,MXP,CKG,B789,B-7302,32.0082,105.9646,29100,520,155,-128,0,,1752268039
3b3436db,THA911,TG,THA,LHR,BKK,B77W,HS-TTA,20.1524,89.8199,35000,490,127,-384,0,,1752268017
3b3436fb,CSN308,CZ,CSN,AMS,CAN,A359,B-30F0,31.3783,112.1345,40100,490,190,0,0,,1752268026
3b343769,EVA036,BR,EVA,TPE,YYZ,B77W,B-16729,54.0025,-129.8465,33000,583,88,0,0,,1752268041
3b34379c,AAL131,AA,AAL,VCE,DFW,B772,N768AA,38.6681,-90.7487,36000,462,234,-64,0,,1752268041
3b34379e,CLX3085,CV,CLX,LUX,HKG,B748,LX-VCN,30.8061,104.6944,41100,499,174,0,0,,1752268041
3b3438be,AZU8701,AD,AZU,ORY,VCP,A339,PR-ANV,-13.182,-40.0651,40000,469,213,0,0,,1752268040
3b3438f9,DKH1614,HO,DKH,KIX,NKG,A320,B-6965,31.7394,118.8666,0,0,239,0,1,,1752268012
3b343903,DLH446,LH,DLH,FRA,DEN,A359,D-AIXO,40.3896,-102.8524,29750,424,255,-960,0,,1752268040
3b343913,THA961,TG,THA,ARN,BKK,A359,HS-THF,18.6968,91.6649,39000,465,129,0,0,,1752268041
3b3439ce,IBE0125,IB,IBE,MAD,LIM,A359,EC-OCR,-2.8724,-67.9868,40000,501,223,0,0,,1752268032
3b343aa0,EDW16,WK,EDW,ZRH,DEN,A343,HB-JMD,42.7798,-98.0572,38000,452,238,0,0,,1752268040
3b343ab0,CCA864,CA,CCA,ATH,PEK,A333,B-8386,40.0903,116.5982,0,13,174,0,1,,1752268023
3b343ada,IBE9131,IB,IBE,MAD,GYE,A332,EC-MNL,8.2609,-71.0087,38000,462,229,0,0,,1752268041
3b343b52,CES224,MU,CES,CAI,PVG,A359,B-304D,31.6219,118.7458,35100,508,94,0,0,,1752268041
3b343ba8,DKH1669,HO,DKH,PVG,SYD,B789,B-20DT,-32.8807,150.9801,15100,328,171,-2176,0,,1752268040
3b343bdd,AFR630J,AF,AFR,CDG,DEN,B789,F-HRBC,40.0063,-104.4414,13150,302,253,-1408,0,,1752268040
3b343bf0,N240CA,,,MIO,,COL4,N240CA,33.667,-97.6842,3925,143,34,704,0,,1752268041
3b343c02,CSN8066,CZ,CSN,IST,CAN,B789,B-1169,23.1424,112.7989,7275,293,90,-832,0,,1752268041
3b343c1e,CGADT,,,,,C172,C-GADT,43.461,-79.9546,2500,90,269,-448,0,,1752268038
3b343c53,N802DV,,,,,AT8T,N802DV,36.9272,-89.7211,725,136,86,-1088,0,,1752268040
3b343c8c,AMX002,AM,AMX,MAD,MEX,B789,XA-ADC,24.0348,-89.214,35975,487,243,0,0,,1752268041
3b343cb5,N802MF,,,SIK,SIK,AT8T,N802MF,36.8461,-89.7986,950,118,61,-1408,0,,1752267956
3b343ce0,N336MA,,,,,P28A,N336MA,28.7803,-81.7485,1700,99,116,320,0,,1752268041
3b343d8f,UPS77,5X,UPS,SZX,ANC,B748,N630UP,60.694,-153.1529,25250,422,76,-1920,0,,1752268041
3b343d9a,UAL59,UA,UAL,FRA,SFO,B77W,N2136U,46.337,-115.774,34000,507,224,0,0,,1752268040
3b343e73,CES740,MU,CSH,MEL,PVG,B789,B-20CD,27.9124,120.6453,39100,486,4,-64,0,,1752268035
3b343ea2,AAL53,AA,AAL,FCO,MIA,B772,N799AN,25.8534,-74.0473,39000,509,255,0,0,,1752268041
3b343f37,CCA860,CA,CCA,IST,PEK,A333,B-5978,39.7933,116.6399,3075,223,325,-192,0,,1752268036
3b343f46,N6565J,,,,,C172,N6565J,34.8818,-96.8144,5475,65,192,128,0,,1752268041
3b343ff6,KAL011,KE,KAL,ICN,LAX,B748,HL7638,39.7543,-129.5,37000,505,122,0,0,,1752268041
3b34404c,OCN76,4Y,OCN,FRA,YYC,A333,D-AFYR,52.4765,-112.8412,29400,382,194,-960,0,,1752268041
3b34405d,UPS59,5X,UPS,HKG,ANC,B744,N572UP,60.7738,-152.4825,19000,373,76,-1728,0,,1752268040
3b344062,CKK216,CK,CKK,FRA,PVG,B77L,B-221W,34.1393,114.3317,35100,486,138,0,0,,1752268042
3b3440c4,ANZ80,NZ,ANZ,HKG,AKL,B789,ZK-NZE,-34.4925,169.2264,36975,568,125,0,0,,1752268036
3b3440c9,CGPRJ,,,YXE,,PA46,C-GPRJ,53.4701,-113.2435,11475,160,108,832,0,,1752268040
3b3440d0,CGDEQ,,,,,C172,C-GDEQ,43.7499,-79.8656,1875,113,74,-128,0,,1752268041
3b3440d4,GL5T,,,,,GL5T,,61.1636,-149.9743,0,0,5,0,1,,1752268038
3b3440f1,AFR468,AF,AFR,CDG,EZE,B789,F-HRBF,-16.3059,-41.5664,37975,488,212,0,0,,1752268040
3b344164,ASL500,JU,ASL,BEG,JFK,A332,YU-ARD,40.6389,-73.7909,0,0,5,0,1,,1752268042
3b34421e,EDW4K,WK,EDW,ZRH,TPA,A343,HB-JMC,29.8183,-75.972,39000,60,255,0,0,,1752268036
3b344351,JBU1107,B6,JBU,JFK,LHR,A21N,N4074J,51.4704,-0.447,0,0,318,0,1,,1752268040
3b344359,SWR160,LX,SWR,ZRH,NRT,B77W,HB-JNE,40.6375,111.0873,33100,538,90,0,0,,1752268040
3b34441e,ACA923,AC,ACA,ATH,YUL,B789,C-FRSI,45.4607,-73.7543,0,7,270,0,1,,1752268039
3b3444bb,EIN9CG,EI,EIN,DUB,IND,A21N,EI-XLT,43.4296,-82.8921,34000,452,215,-64,0,,1752268041
3b34450c,CSN416,CZ,CSN,SYD,HAN,B77L,B-2042,18.7526,105.7567,35000,500,303,0,0,,1752268040
3b34452a,CPA288,CX,CPA,FRA,HKG,B77W,B-KQT,32.2224,104.6141,35100,501,177,0,0,,1752268041
3b34455b,THY77J,TK,THY,IST,MIA,B77W,TC-JJH,37.1749,-55.8583,34000,473,249,0,0,,1752268039
3b34458b,THY7KG,TK,THY,IST,DTW,B789,TC-LLM,51.4035,-73.853,37975,527,221,0,0,,1752268041
3b344635,SIA479,SQ,SIA,JNB,SIN,A359,9V-SJD,-1.7237,97.4469,41012,432,61,0,0,,1752268039
3b344664,CAO1048,CA,CAO,FRA,PVG,B77L,B-225C,37.9703,117.0153,33100,493,251,0,0,,1752268039
3b3446dd,EVA012,BR,EVA,TPE,LAX,B77W,B-16727,45.494,-138.4927,35004,498,116,0,0,,1752268041
3b3446ed,CPA135,CX,CPA,HKG,MEL,A359,B-LQD,-35.9661,144.7575,31875,367,185,-1024,0,,1752268041
3b344710,LAN707,LA,LAN,MAD,SCL,B788,CC-BBG,-13.2647,-51.6343,39975,475,221,-64,0,,1752268041
3b34475a,SWR8T,LX,SWR,ZRH,ORD,B77W,HB-JND,41.973,-87.8854,0,5,12,0,1,,1752268042
3b34477b,AFR292,AF,AFR,CDG,KIX,B789,F-HRBI,41.2045,103.5585,37100,553,110,128,0,,1752268036
3b344798,QFA10,QF,QFA,LHR,PER,B789,VH-ZNI,8.4091,70.2626,37000,460,143,0,0,,1752268040
3b344829,EDW10,WK,EDW,ZRH,YVR,A359,HB-IHC,53.622,-118.2419,43000,481,205,0,0,,1752268041
3b344836,SAS943,SK,SAS,CPH,ORD,A333,LN-RKU,41.9738,-87.8881,0,0,248,0,1,,1752267974
3b34484a,CFG2032,DE,CFG,FRA,SEA,A339,D-ANRE,52.3962,-118.355,40000,459,203,0,0,,1752268041
3b34485e,CAL052,CI,CAL,SYD,TPE,A359,B-18909,25.0816,121.234,0,1,140,0,1,,1752268040
3b3448bb,SWR122,LX,SWR,ZRH,ICN,A343,HB-JMB,40.7462,105.3865,37100,536,109,0,0,,1752268039
3b344923,FJI351,FJ,FJI,NAN,NRT,A332,DQ-FJT,35.7875,140.3885,0,12,188,0,1,,1752268040
3b34495f,CBJ606,JD,CBJ,MAD,HGH,A332,B-1043,52.4157,94.3047,39000,506,121,0,0,,1752268039
3b344976,THY31K,TK,THY,IST,ATL,B789,TC-LLG,49.9615,-75.5957,37975,516,220,-64,0,,1752268041
3b344a34,N308SP,,,ADS,TDW,C172,N308SP,34.5729,-100.5396,7400,109,116,-64,0,,1752268040
3b344a60,UAL47,UA,UAL,FRA,IAH,B772,N796UA,36.5271,-89.1079,36000,466,222,0,0,,1752268040
3b344b09,N218WB,,,QQD,,BE23,N218WB,43.1378,-95.8341,3600,84,20,-192,0,,1752268039
3b344bce,CPA138,CX,CPA,SYD,HKG,B77W,B-KPI,22.3138,113.9319,0,2,343,0,1,,1752268033
3b344c00,SIA34,SQ,SIA,SIN,SFO,A359,9V-SGE,43.0632,171.7121,39996,552,87,0,0,,1752268041
3b344ce2,QTR9Q,QR,QTR,ADL,DOH,A359,A7-AMK,6.1635,81.0421,40000,523,310,0,0,,1752268041
3b344d6b,BE20,,,,,BE20,,53.2887,-97.645,21600,184,170,1088,0,,1752268041
3b344d73,DLH492,LH,DLH,FRA,YVR,B744,D-ABVM,50.9624,-120.6257,32000,480,192,0,0,,1752268041
3b344d81,AAR204,OZ,AAR,ICN,LAX,A388,HL7635,41.6126,-133.6053,37004,462,119,0,0,,1752268036
3b344deb,URO600,SE,URO,BOH,CTU,A346,G-ECLN,39.1162,97.0937,39125,517,116,0,0,,1752268036
3b344e04,WGN4875,KD,WGN,ORD,NRT,B744,N344KD,50.9518,162.1118,39000,488,236,0,0,,1752268036
3b344e1d,EVA018,BR,EVA,TPE,SFO,B77W,B-16735,45.8431,-139.4558,35000,517,116,0,0,,1752268039
3b344e69,UAL199D,UA,UAL,PVG,LAX,B789,N24990,46.4495,-134.5624,36996,526,129,0,0,,1752268041
3b344f02,AVA019,AV,AVA,BCN,BOG,B788,N780AV,10.2616,-68.3314,40975,471,228,-64,0,,1752268041
3b344f0b,ETD455,EY,ETD,SYD,AUH,B77W,A6-ETJ,3.4218,89.742,32000,502,322,0,0,,1752268039
3b344f1f,QTR90K,QR,QTR,BNE,DOH,B77W,A7-BAK,2.5906,89.1632,34000,504,296,0,0,,1752268039
3b344f58,GTI612,5Y,GTI,HKG,ANC,B744,N451PA,60.1519,-156.2748,35000,491,65,0,0,,1752268041
3b344fda,HLF9886,I9,,CDG,FOC,B77L,B-2082,41.2274,111.6243,37100,506,174,0,0,,1752268023
3b344fe4,SWR188,LX,SWR,ZRH,PVG,A343,HB-JMA,41.1286,103.8255,39125,512,110,0,0,,1752268041
3b345038,DKMPM,,,,,GLID,D-KMPM,49.3333,8.2071,557,53,180,0,0,,1752268036
3b3450c6,CLX4695,CV,CLX,LUX,CGO,B744,LX-LCL,40.3498,107.8065,37100,514,86,0,0,,1752268041
3b3450c9,OCN11,4Y,OCN,FRA,LAS,A332,D-AXGF,49.9034,-104.0398,40000,490,193,0,0,,1752268041
3b34513f,THY8DE,TK,THY,IST,SEA,A359,TC-LGF,64.3541,-100.9728,36316,459,234,0,0,,1752268036
3b345147,GEC8222,LH,GEC,FRA,NLU,B77L,D-ALFA,33.6385,-88.4113,34000,467,220,0,0,,1752268041
3b345155,SJX010,JX,SJX,TPE,ONT,A359,B-58501,43.2331,-141.4394,40504,476,138,0,0,,1752268036
3b345162,HAL89,HA,HAL,BOS,HNL,A332,N375HA,28.0549,-147.6129,40000,449,237,0,0,,1752268039
3b3451b0,CAL058,CI,CAL,MEL,TPE,A359,B-18903,25.0776,121.2267,0,5,120,0,1,,1752267982
3b345250,DAL29,DL,DAL,NCE,JFK,B764,N830MH,40.6373,-73.7703,0,0,89,0,1,,1752268042
3b345252,DAL55,DL,DAL,LOS,ATL,A339,N418DX,32.3649,-67.3486,40000,495,277,0,0,,1752268041
3b345254,ASL986,JU,ASL,BEG,PVG,A332,YU-ARC,39.3122,112.0159,37100,360,160,0,0,,1752268024
3b345348,CSN3071,CZ,CSN,SZX,SYD,A333,B-1063,-33.4818,151.0774,6850,259,180,-704,0,,1752268040
3b3453fb,N946TH,,,,,C172,N946TH,38.4732,-86.1815,4050,72,173,-128,0,,1752268041
3b345491,AFR024,AF,AFR,CDG,LAX,B77W,F-GSQA,46.5844,-109.5453,36000,536,197,64,0,,1752268041
3b3454e5,SIA297,SQ,SIA,SIN,CHC,A359,9V-SJB,-42.2501,168.8554,40500,516,121,0,0,,1752268040
3b345508,N80254,,,,,C172,N80254,39.7194,-84.7463,3325,63,335,0,0,,1752268041
3b3455ba,ANA179,NH,ANA,MEX,NRT,B788,JA823A,53.0205,-178.538,40000,479,256,0,0,,1752268039
3b3455e9,AZU8803,AD,AZU,OPO,VCP,A339,PR-ANZ,-18.8157,-44.2695,38000,469,219,0,0,,1752268041
3b3455fe,AAR212,OZ,AAR,ICN,SFO,A359,HL7771,43.6435,-133.6521,39000,490,120,0,0,,1752268041
3b345612,N44605,,,CSG,SOP,P28A,N44605,34.6685,-80.2999,6500,105,244,64,0,,1752268040
3b345617,BAW299,BA,BAW,LHR,ORD,B772,G-VIIY,44.7872,-83.7737,35000,449,233,0,0,,1752268041
3b34562a,EVA056,BR,EVA,TPE,ORD,B77W,B-16722,52.9967,-140.0843,35000,585,86,0,0,,1752268039
3b34566a,ANA126,NH,ANA,HND,LAX,B789,JA837A,36.9661,-121.8015,38975,513,135,-64,0,,1752268041
3b345706,LER2921,QL,PUE,MAD,CCS,A332,EC-OAP,10.6002,-67.0997,1825,180,88,-1088,0,,1752268040
3b34570f,CKK272,CK,CKK,LGG,HFE,B77L,B-220F,39.2894,112.2449,35075,518,152,0,0,,1752268039
3b345749,BAW5,BA,BAW,LHR,HND,B789,G-ZBKK,42.5627,95.6074,39100,522,146,0,0,,1752268025
3b34575d,SAS935,SK,SAS,CPH,SFO,A333,LN-RKS,50.5383,-116.8766,40000,454,205,0,0,,1752268041
3b34578d,AIC128,AI,AIC,LHR,BOM,B77W,VT-AEO,19.0906,73.0035,2500,158,269,-704,0,,1752268041
3b34580f,ANZ90,NZ,ANZ,NRT,AKL,B77W,ZK-OKQ,-29.909,170.7789,35000,568,151,0,0,,1752268039
3b34584a,THA941,TG,THA,MXP,BKK,B789,HS-TWC,17.2167,93.6861,37000,484,126,-64,0,,1752268041
3b3458cd,CLX9364,CV,CLX,GYD,TPE,B748,LX-VCI,25.0896,121.2395,0,0,278,0,1,,1752268033
3b3458e6,ETH3604,ET,ETH,LGG,CGO,B77L,ET-BAA,36.8808,112.8319,37100,489,113,0,0,,1752268041
3b3458f8,SJX032,JX,SJX,TPE,SEA,A359,B-58504,50.8351,-141.1642,40004,571,98,0,0,,1752268039
3b345c00,UAE441,EK,UAE,ADL,DXB,B77L,A6-EWA,9.0485,84.5454,38000,516,303,-64,0,,1752268018
3b345c3f,EIN961,EI,EIN,DUB,SFO,A333,EI-GAJ,44.9068,-115.8742,38000,471,216,0,0,,1752268041
3b345ce4,LAN622,LA,PLM,SCL,MEX,A332,EC-NCK,19.4033,-99.2106,10600,208,104,-448,0,,1752268041
3b345d2e,DLH716,LH,DLH,FRA,HND,B748,D-ABYM,40.6832,105.7035,35100,563,110,0,0,,1752268041
3b345da9,THY7,TK,THY,IST,IAD,B77W,TC-LJE,48.0816,-66.1892,34000,478,227,0,0,,1752268041
3b345e2b,HCCZM,,,GYE,,B407,HC-CZM,-0.7207,-80.1451,875,115,182,576,0,,1752268041
3b345f67,6319,FA,FAM,CCS,CCS,LJ28,XC-VSA,11.3529,-66.8015,6700,141,13,64,0,,1752268040
3b345f6c,TAP243U,TP,TAP,LIS,ORD,A339,CS-TUB,42.2239,-87.2933,6025,266,163,-64,0,,1752268040
3b345f7a,TAP077,TP,TAP,OPO,GIG,A339,CS-TUP,-17.8031,-39.852,40000,462,208,0,0,,1752268041
3b345ff1,SAS931,SK,SAS,CPH,LAX,A359,SE-RSE,46.3508,-109.7856,40000,510,203,0,0,,1752268041
3b345ff4,UAL967,UA,UAL,NAP,EWR,B763,N673UA,43.698,-73.2354,36000,426,208,0,0,,1752268041
3b34603a,AAR794,OZ,AAR,FRA,ICN,B744,HL7620,41.3222,103.2538,35100,542,71,0,0,,1752268039
3b3460c7,UPS61,5X,UPS,TPE,ANC,B748,N613UP,61.1415,-150.8414,5275,223,42,-1472,0,,1752268040
3b3460c8,CND599,CD,WFL,AMS,CUR,A359,EC-NZF,15.6177,-65.5581,40000,451,223,64,0,,1752268040
3b3460e3,RCH327,RC,RCH,LKZ,,C17,03-3122,39.7081,-73.5633,36000,408,230,0,0,,1752268041
3b346134,IBE0151,IB,IBE,MAD,BOG,A359,EC-MXV,9.9549,-70.3696,41000,467,228,-64,0,,1752268040
3b34615f,CHH744,HU,CHH,TLV,SZX,B789,B-1345,26.5992,106.6818,39100,487,127,0,0,,1752268027
3b3461b1,AFR648,AF,AFR,ORY,RUN,B77W,F-GZNO,12.1203,40.5851,34000,496,153,0,0,,1752268039
3b346242,UAL178,UA,UAL,FCO,DEN,B789,N17963,57.9352,-92.5155,37975,462,230,64,0,,1752268041
3b3462a0,YV221T,,,,,SW4,YV221T,11.309,-67.0289,10400,266,174,-1216,0,,1752268040
3b3462b2,N18746,,,,,BE55,N18746,38.7796,-75.5342,2200,158,149,0,0,,1752268040
3b3462e1,SVA977,SV,SVA,HKG,JED,B77L,HZ-AK72,21.6668,39.1411,375,154,339,-768,0,,1752267985
3b3462ed,THA971,TG,THA,ZRH,BKK,B77W,HS-TKR,18.4461,92.774,35000,469,77,0,0,,1752268041
3b34637f,VIR105,VS,VIR,LHR,SEA,A339,G-VSRB,52.8082,-118.6633,40000,456,198,0,0,,1752268041
3b34639e,WJA87,WS,WJA,ICN,YYC,B789,C-GYRS,52.4592,-126.6428,37000,557,88,-64,0,,1752268041
3b34646a,GTI8240,5Y,GTI,ANC,EHU,B744,N405KZ,31.4368,117.3353,25600,454,246,64,0,,1752268020
3b346476,ANA118,NH,ANA,HND,SEA,B789,JA883A,47.4579,-122.305,0,0,163,0,1,,1752268038
3b346478,QTR36B,QR,QTR,DOH,JFK,A35K,A7-ANT,56.292,-28.1508,38000,496,282,0,0,,1752268041
3b346598,BE9L,,,,,BE9L,,-24.0536,-52.1771,25000,267,46,0,0,,1752268040
3b3465b4,UAL935,UA,UAL,LHR,LAX,B789,N23983,42.2642,-102.6875,38000,454,238,0,0,,1752268040
3b3465f3,CCA432,CA,CCA,FRA,TFU,A333,B-8383,41.9272,102.8579,37100,500,160,0,0,,1752268026
3b346650,CGNUE,,,,,C172,C-GNUE,43.9632,-80.1815,3625,70,143,-384,0,,1752268041
3b3466c2,WJA33,WS,WJA,FCO,YYC,B789,C-FAJA,60.7458,-93.6242,40000,458,232,-64,0,,1752268041
3b3466ce,BAW2203,BA,BAW,LGW,CUN,B772,G-YMMC,25.9602,-78.9479,34000,491,243,0,0,,1752268041
3b346725,N41912,,,,,C172,N41912,38.0349,-84.604,1700,72,174,576,0,,1752268041
3b34673b,QFA62,QF,QFA,NRT,BNE,A333,VH-QPH,-27.4065,153.11,0,0,233,0,1,,1752268036
3b34678f,MAS128,MH,MAS,MEL,KUL,A339,9M-MNI,0.1863,105.6861,40000,488,299,0,0,,1752268041
